,text,sarcasm
1385,I have to go to the job centre today and speak to a careers adviser to prrtend im looking for a job so i can sign on,0
1386,"Can't wait for the season where everything is labeled ""Pumpkin Spice"".",1
1387,Don't feel good at all! I love having the feeling I'm going to throw up very 5 minutes. #not,1
1388,I didn't even speak to her that much but this is so sad.,0
1389,"agree! So many entry levels sit paralyzed to speak, but millennials are the ones developing new trends #speakup #millennialchat",0
1390,"I love so hard. It's never for show, it's never to use someone. It's genuine. I can't speak for the ppl I've dated. 💁",1
1391,"these guys are able to speak about their countries so confidently and when i put myself in their shoes, i would be a little lost tbh",0
1392,you think they learn to speak? By learning so you can teach even a baby things they can and cannot touch seen it myself,0
1393,Ha ha ha omg we're so funny. #Sassisreal #ilovemysister,1
1394,I am LOVING the #WhatLatinoMeansToMe #What #Latino #Means #To #Me campaign! So many tweets speak exactly to my dissertation topic!,0
1395,"I only speak words of wisdom to those who have an ear to listen, i dont have KIDS so im not obligated to help no mfn body",0
1396,im learning to speak Vietnamese so i know when the people at the nail place are talking about me. cause who knows what they say about me..,1
1397,I always forget how much it sucks to live in a country where everyone is provided education for free. 💔💔 tweet,1
1398,If you can't speak to me with a calm tone I will hang up and carry on my day. I'm not your child so you have no reason to scold me.,0
1399,I literally miss you sm😰😭💕👯 #notgonnapostthestupidlookingones 😂,1
1400,I know it's so unfair I would meet her in the street because then I'd get a pic with her and actually get to speak to her x,0
1401,Good thing she made these questions up 😒😂 #not,1
1402,AC has to be the biggest party campuses in America #Not #LameAsFuck #NiggasJustStudy,1
1403,"And it gets so hard to speak, every time you get to me. 'Cause I adore you.",1
1404,"bitch ur not my mom. according to him ur not even his girlfriend so fall back. he can speak for himself, stop being childish.",0
1405,So close to the goal - I thought it couldn't hurt. Besides I was raised to live in guilt...so I speak the language lol,0
1406,Coming to court by yourself &amp; having to give everyone the death glare so they won't try to speak to you 😩😥 &lt;&lt;&lt;,0
1407,I feel so annoying I wanna speak to you but the last week has felt so horrible I don't know how,0
1408,Nothing like creepy guys to make you feel like the hottest chick at 6:00 am. #lowellsfinest #egoboost #not,1
1409,I Have not slept but idc i got to speak to him so am happy,0
1410,there have been a lot of great posts about #supernatural season 10 but this is by far my favorite,0
1411,"I'D do the same as you, but still there are rotten ppl whose you just can't speak with. You arr in the right to do so.",0
1412,6.30am fire alarms are just my favourite,1
1413,I miss Dom sooo much. He was such a great person,1
1414,Good job billy. It's ideal to swing at a first pitch slider going down and away from you.,1
1415,I�m so excited to speak at the National Church of God young-adults getaway.,0
1416,Good to hear from you this morning 😊,1
1417,I didn't get a call this morning so I'm guessing I passed my hair test but I don't wanna speak to soon,0
1418,I'm laughing at my short self right now #bestviewever,1
1419,I'm gonna delete like 400 friends from Facebook tomorrow and keep the 20 or so people I actually want to speak to ever again. Then maybe I'l,0
1420,"Good thing we had this assembly because Bexley is SERIOUSLY suffering from drug addiction issues, right?",1
1421,"So, the thing is... I want GJC's hair roll. Who do I speak to; at least for ONE day",0
1422,"I don't like sayin' no, &amp; that's all I ever wanna do when niggas call. So, I kinda need to know what you want before we speak.",0
1423,Almost too pretty to eat #not #laduree #natural,1
1424,I love it went I don't procrastinate and it still takes until 11 pm to finish my work #not,1
1425,I love soccer analysis that includes league predictions based in CL matches.,1
1426,"yes you can speak your mind Amanda, but I'm going to continue helping these kids. So sorry you're gonna be seeing me.",0
1427,I love it so much when you do that #not,1
1428,I don't do #mainstream so don't try to speak to them lol,0
1429,"If you don't believe in god, please don't speak to me because you're so stupid.",0
1430,I literally can't wait to see live...they're my go to Pandora radio #nothin'likeyou,1
1431,Idk why people be so scared to speak to me like I'm some kind of raging bword. I'm actually very nice and loving once you know me,0
1432,At least #UniteBlue has its priorities straight.,1
1433,How are these kids getting so into this presentation........I'm about to stand up there and speak like a fuckin pole,0
1434,Just read message. I understand him fully. It's so difficult not being able to speak your mind in the industry sometimes,0
1435,"If only I could speak English, I would be able to talk with you more🙊🌈 This is so sad😢",0
1436,I love how bruised my foot is. Lol #not,1
1437,"If I ever start a business, I’m only hiring women b/c they supposedly earn only 77 cents to a man’s $1. Great way to reduce costs.",1
1438,"I literally told you to go away the first time, and you still continue to try to find me and talk to me. #notinterested",1
1439,Good defending from Gibbs there. #not,1
1440,I'm gonna go back to bed...at least for an hour or so. No more freaking headaches! Speak to u soon,0
1441,Could boredom be killing Kenyan drivers in traffic the same way its killing American Drivers? |,1
1442,I love watching golf! ⛳️ #not,1
1443,I love it when people are too lazy to do one little thing #lazyass #notcool,1
1444,I am so excited to see Stephen Dubner speak this morning at #DIconf #D #Iconf Love his books!,1
1445,Want to have someone to speak to I'm so bored😭,0
1446,Nothing better than a sweaty train journey home after working with perfume all day #FirstWorldProblemsProblems #help,1
1447,God!! Why does she have to speak? Why? How I wish politics was a singles Tennis!!! Would have been so easy &amp; painless!!,0
1448,Thank you so much! I wanted to speak with you also but I figured the young ladies should get the chance. I'll email you soon!,0
1449,Going to work with a headache so you already know this is going to be a good day. #not 👎,1
1450,I love waitin for bus extra time yay its the best!! #tired #hungry,1
1451,i don't talk just to talk so when i speak listen up !,0
1452,"I wish I knew more so I could continue this joke, but I sadly do not have a BAoJ and therefore unable to speak",0
1453,I love it when my plans never fully happen! It is just the best thing ever Tweet,1
1454,12 hour day tomorrow should be a blast!!,1
1455,If I could learn to properly speak to attractive people my life would be so much better.,0
1456,I love having a brother who never texts you back when you ask about your niece or to see how he is doing! #Loveit #not 👌,1
1457,Some of my dumb tweets ...were tailored for you.,1
1458,"I'm finally relaxed and chilling, but I so had to speak to boo",0
1459,"sometimes i get sad feels about not having a mom to speak to, but then i realize that it's because mine ain't shit so i guess it's ok",0
1460,Assumption's wifi is just too fast #not,1
1461,I have! That shits amazing lol �: I never been to Houston so I can't speak on it honestly�,0
1462,I learned how to speak Dutch so I can communicate with you two �&amp;�5��~~ ??��,0
1463,I fucking hate you so much. Your an absolute disgrace ! Don't even speak to me ever again.,0
1464,i read an interview she did once and she said she is very emotional so songs like that speak to her,0
1465,here are 20 different things to do,0
1466,Nothing like a plug for a reality show on Raw.,1
1467,"Some nights, you just need to eat a medium-sized pizza by yourself and watch pointless TV in your underwear. #healthylifestyle",1
1468,"I heard I talk white.. Nah I just know how to speak correctly/proper English when I want to, I have my own slang nd Lingo😎😎 So many try",0
1469,I just love how my marketing teacher thinks it's okay that more then half of the class didn't even get a 50 on the quiz😑 #NOT,1
1470,"I'm in such a bad mood, sorry about it. #not",1
1471,"However, I speak to my parents in spanish so they know whether it's a boy or a girl due to me saying ""amigo/ amiga"" -__-",0
1472,When? So excited to see you speak. 😃,0
1473,Haha getting pushed into a locker an getting a helmet dropped on is seriously the best.! #not,1
1474,"Excited to see Wes Moore speak tonight! So much to be learned from his story. If you haven't already, read The Other Wes Moore - superb!",1
